Год,Месяц,Подразделение,Выручка,Чистая прибыль,Операционные расходы,Активы,Обязательства,Коэффициент текущей ликвидности,Доля рынка,Количество сотрудников,Рентабельность продаж,Оборачиваемость активов,Рентабельность активов,Долговая нагрузка
2020,Апрель,Подразделение_77,2069495.5,488839.13,1458446.58,475355.1,232212.03,2.65,15.33,314,23.62,4.35,102.84,48.85
2020,Апрель,Подразделение_78,1989410.34,419852.34,1464594.91,468996.55,276700.93,2.45,18.63,486,21.1,4.24,89.52,59.0
2020,Апрель,Подразделение_79,1523256.36,382468.75,1045170.42,428748.75,182321.89,3.58,11.57,309,25.11,3.55,89.21,42.52
2020,Апрель,Подразделение_80,1516641.12,412749.37,1000704.41,516492.9,246611.17,3.63,16.1,484,27.21,2.94,79.91,47.75
2020,Апрель,Подразделение_81,1470065.98,285217.02,1113544.71,278497.22,122552.31,3.38,17.35,288,19.4,5.28,102.41,44.0
2020,Апрель,Подразделение_82,1288345.98,232081.5,998244.1,320108.23,161207.7,1.88,12.33,298,18.01,4.02,72.5,50.36
2020,Апрель,Подразделение_83,1638639.23,506265.56,1005807.29,412866.16,234244.12,1.76,17.52,456,30.9,3.97,122.62,56.74
2020,Апрель,Подразделение_84,1271176.63,279763.29,921472.52,384846.68,164561.57,3.16,13.51,247,22.01,3.3,72.69,42.76
2020,Апрель,Подразделение_85,1884939.6,584692.03,1154074.56,549115.44,267169.51,2.55,13.49,514,31.02,3.43,106.48,48.65
2020,Апрель,Подразделение_86,1801899.38,433944.74,1259468.46,497065.47,202155.02,3.5,14.3,332,24.08,3.63,87.3,40.67
2020,Апрель,Подразделение_87,1560090.57,317815.24,1162821.52,438438.3,243494.8,2.09,11.45,395,20.37,3.56,72.49,55.54
2020,Апрель,Подразделение_88,5021455.590058624,1510309.7280148836,1212018.32,279550.72,144674.52,2.38,11.41,430,31.35,7.13,223.54,51.75
2020,Апрель,Подразделение_89,1425606.81,320829.57,1024569.86,276619.73,153722.97,2.73,12.39,357,22.5,5.15,115.98,55.57
2020,Апрель,Подразделение_90,2078605.71,563334.22,1374437.94,224414.16,92549.34,2.95,19.59,343,27.1,9.26,251.02,41.24
2020,Апрель,Подразделение_91,1458333.44,346872.85,1024742.38,487716.74,198918.4,4.56,16.3,515,23.79,2.99,71.12,40.79
2020,Апрель,Подразделение_92,1062817.82,288016.01,702797.8,268648.2,132427.48,2.1,12.73,463,27.1,3.96,107.21,49.29
2020,Апрель,Подразделение_93,1903887.85,467940.9,1318961.73,545684.78,253390.99,3.16,17.65,497,24.58,3.49,85.75,46.44
2020,Апрель,Подразделение_94,3165956.5470979647,648804.5996812385,921094.62,436112.09,214583.18,1.98,13.01,251,21.36,2.88,61.56,49.2
2020,Апрель,Подразделение_95,1446264.98,413885.71,928907.84,375918.62,199197.77,2.12,13.55,320,28.62,3.85,110.1,52.99
2020,Апрель,Подразделение_96,1832398.42,553076.29,1141053.05,544692.77,325979.52,1.84,12.64,487,30.18,3.36,101.54,59.85
2020,Апрель,Подразделение_97,1603039.31,270415.06,1265020.48,522288.42,233160.93,2.16,10.63,472,16.87,3.07,51.78,44.64
2020,Апрель,Подразделение_98,2048525.15,581481.13,1321673.74,292964.85,138633.73,2.7,16.37,483,28.39,6.99,198.48,47.32
2020,Апрель,Подразделение_99,1115914.2,311560.79,726463.22,311732.9,146978.3,2.72,19.91,356,27.92,3.58,99.94,47.15
2020,Апрель,Подразделение_100,1829200.24,581830.51,1101912.1,441987.09,181998.98,3.41,11.69,393,31.81,4.14,131.64,41.18
2020,Апрель,Подразделение_101,1361390.21,257134.93,1039971.55,263567.81,125591.01,2.49,13.53,362,18.89,5.17,97.56,47.65
2020,Апрель,Подразделение_102,1980198.21,396243.34,1484894.03,510331.77,281982.75,2.35,13.66,476,20.01,3.88,77.64,55.25
2020,Апрель,Подразделение_103,1925971.75,360036.65,1475925.93,344718.26,183148.69,2.72,19.61,384,18.69,5.59,104.44,53.13
2020,Апрель,Подразделение_104,1482374.33,247654.46,1172806.26,228302.4,94559.77,3.93,13.1,344,16.71,6.49,108.48,41.42
2020,Апрель,Подразделение_105,1623634.18,354440.04,1180584.13,512734.86,273204.42,2.43,19.03,212,21.83,3.17,69.13,53.28
2020,Апрель,Подразделение_106,1595295.36,465511.57,1013405.9,406837.6,203309.77,2.84,12.8,231,29.18,3.92,114.42,49.97
2020,Апрель,Подразделение_107,1819600.56,419476.22,1295255.29,535273.99,294158.93,1.9,17.4,360,23.05,3.4,78.37,54.95
2020,Апрель,Подразделение_108,1605541.67,461612.8,1028525.67,434171.7,237644.67,2.48,11.38,358,28.75,3.7,106.32,54.74
2020,Апрель,Подразделение_109,1541912.81,414385.46,1023930.98,443463.59,251913.13,2.71,18.3,368,26.87,3.48,93.44,56.81
2020,Апрель,Подразделение_110,1883044.54,597262.5,1136466.41,335133.64,138996.87,2.21,13.27,417,31.72,5.62,178.22,41.48
2020,Апрель,Подразделение_111,1786186.67,291586.4,1421703.67,391393.78,210949.98,2.53,19.4,262,16.32,4.56,74.5,53.9
2020,Апрель,Подразделение_112,1054634.48,319002.88,655880.87,284924.37,132147.57,2.83,11.92,308,30.25,3.7,111.96,46.38
2020,Апрель,Подразделение_113,1256156.21,208716.52,995260.56,497307.6,220046.44,2.37,18.27,367,16.62,2.53,41.97,44.25
2020,Апрель,Подразделение_114,1792544.46,519689.57,1142932.49,437002.02,184570.8,2.89,13.93,410,28.99,4.1,118.92,42.24
2020,Апрель,Подразделение_115,1935893.56,413373.62,1419176.53,540694.6,315975.55,1.47,10.54,399,21.35,3.58,76.45,58.44
2020,Апрель,Подразделение_116,1831071.91,553374.39,1139353.92,487514.1,199002.84,2.69,18.29,329,30.22,3.76,113.51,40.82
2020,Апрель,Подразделение_117,1717716.34,482116.74,1115070.41,317252.05,136767.08,2.44,17.15,423,28.07,5.41,151.97,43.11
2020,Апрель,Подразделение_118,1320873.3,249493.57,1009006.33,262227.28,126486.76,1.96,19.65,484,18.89,5.04,95.14,48.24
2020,Апрель,Подразделение_119,1088504.52,243550.9,784065.9,364087.05,214203.64,2.1,14.02,374,22.37,2.99,66.89,58.83
2020,Апрель,Подразделение_120,1901339.45,501149.03,1274903.16,344624.81,161202.42,4.03,14.74,269,26.36,5.52,145.42,46.78
2020,Апрель,Подразделение_121,1636485.87,369852.27,1174170.53,291922.77,136963.09,3.14,16.24,373,22.6,5.61,126.7,46.92
2020,Апрель,Подразделение_122,2069265.92,495452.2,1449950.67,520652.46,259113.01,3.21,11.89,212,23.94,3.97,95.16,49.77
2020,Апрель,Подразделение_123,2042517.02,364987.37,1586282.81,338731.01,145571.44,3.69,14.07,370,17.87,6.03,107.75,42.98
2020,Апрель,Подразделение_124,1213808.84,229722.36,926655.89,240259.46,106473.81,2.89,19.59,236,18.93,5.05,95.61,44.32
2020,Апрель,Подразделение_125,1651117.65,275090.81,1307254.13,325436.66,170032.44,1.87,13.91,516,16.66,5.07,84.53,52.25
2020,Май,Подразделение_1,1574704.76,376974.38,1103486.79,475276.94,250894.81,2.3,14.15,494,23.94,3.31,79.32,52.79
2020,Май,Подразделение_2,2031936.95,566093.9,1324319.57,345765.52,174178.44,2.71,19.14,281,27.86,5.88,163.72,50.37
2020,Май,Подразделение_3,1375488.93,435297.18,831367.46,395735.88,207344.61,2.35,15.32,514,31.65,3.48,110.0,52.39
2020,Май,Подразделение_4,1173671.67,194582.12,930444.02,272378.75,122895.59,2.63,20.19,228,16.58,4.31,71.44,45.12
2020,Май,Подразделение_5,1915005.91,347987.29,1480021.8,522802.32,313117.97,2.02,16.69,454,18.17,3.66,66.56,59.89
2020,Май,Подразделение_6,1987878.23,582102.77,1260249.77,483928.5,216489.48,3.4,15.5,309,29.28,4.11,120.29,44.74
2020,Май,Подразделение_7,1869910.65,570393.64,1156918.61,520824.5,265959.99,2.97,16.01,328,30.5,3.59,109.52,51.07
2020,Май,Подразделение_8,2021491.17,404991.29,1515252.05,369324.95,170021.18,2.85,13.86,322,20.03,5.47,109.66,46.04
2020,Май,Подразделение_9,3555515.774870003,737873.3409008215,1029655.08,435233.53,180496.03,2.67,13.45,323,21.63,3.24,70.15,41.47
2020,Май,Подразделение_10,1884091.83,519589.26,1234605.26,223058.05,95574.68,2.02,14.04,483,27.58,8.45,232.94,42.85
2020,Май,Подразделение_11,1453437.64,401136.45,952017.08,364922.36,214850.19,1.87,12.48,310,27.6,3.98,109.92,58.88
2020,Май,Подразделение_12,1293434.27,303624.24,913903.97,363488.05,146176.58,3.5,11.8,310,23.47,3.56,83.53,40.21
2020,Май,Подразделение_13,1665119.66,415574.0,1145652.16,243725.46,132045.81,2.44,13.98,366,24.96,6.83,170.51,54.18
2020,Май,Подразделение_14,1437213.53,303245.01,1058157.26,545861.25,251636.79,2.61,16.54,295,21.1,2.63,55.55,46.1
2020,Май,Подразделение_15,1807022.01,499406.23,1182764.23,237119.11,104726.57,2.28,18.62,382,27.64,7.62,210.61,44.17
2020,Май,Подразделение_16,1853996.42,404922.27,1347843.58,333238.59,175487.5,2.03,14.09,343,21.84,5.56,121.51,52.66
2020,Май,Подразделение_17,1418216.52,275305.35,1074084.83,334062.94,150006.21,2.49,13.77,300,19.41,4.25,82.41,44.9
2020,Май,Подразделение_18,1369604.51,279658.88,1020030.91,327005.14,184353.69,2.52,13.37,230,20.42,4.19,85.52,56.38
2020,Май,Подразделение_19,1425314.3,392957.9,934116.93,297268.26,130246.17,2.76,11.71,292,27.57,4.79,132.19,43.81
2020,Май,Подразделение_20,1288447.33,312202.95,898193.64,457636.67,200174.41,3.01,10.51,362,24.23,2.82,68.22,43.74
2020,Май,Подразделение_21,1798485.8,475091.54,1204621.37,267548.1,138370.47,1.76,10.48,248,26.42,6.72,177.57,51.72
2020,Май,Подразделение_22,1227717.61,271057.65,888895.55,394275.35,189547.15,2.06,10.9,503,22.08,3.11,68.75,48.07
2020,Май,Подразделение_23,1955948.3,514246.71,1313139.91,258436.39,131540.86,2.53,13.07,343,26.29,7.57,198.98,50.9
2020,Май,Подразделение_24,1958256.7,524359.88,1302806.85,442766.71,225506.06,2.95,19.45,286,26.78,4.42,118.43,50.93
2020,Май,Подразделение_25,2068264.05,635444.87,1273957.97,491862.75,217134.84,2.08,19.0,230,30.72,4.2,129.19,44.15
2020,Май,Подразделение_26,1644729.46,415817.52,1124957.56,285816.5,127049.0,2.58,12.34,439,25.28,5.75,145.48,44.45
2020,Май,Подразделение_27,1962317.9,486950.26,1353630.08,245405.03,118672.14,1.83,16.36,209,24.82,8.0,198.43,48.36
2020,Май,Подразделение_28,1865102.34,501006.44,1238844.3,339040.56,135700.5,2.43,15.45,395,26.86,5.5,147.77,40.02
2020,Май,Подразделение_29,2010252.46,519612.12,1360737.31,386286.41,166972.79,3.14,11.14,346,25.85,5.2,134.51,43.23
2020,Май,Подразделение_30,1850208.0,455748.91,1280521.86,450577.81,219416.82,2.38,20.31,225,24.63,4.11,101.15,48.7
2020,Май,Подразделение_31,1614215.68,393662.02,1122138.15,239275.34,97028.66,3.09,18.34,368,24.39,6.75,164.52,40.55
2020,Май,Подразделение_32,2016534.76,617099.35,1245160.57,451219.19,249257.41,2.27,14.23,342,30.6,4.47,136.76,55.24
2020,Май,Подразделение_33,1453816.91,396863.86,957737.09,275855.64,111427.06,2.7,18.99,212,27.3,5.27,143.87,40.39
2020,Май,Подразделение_34,1558103.49,426822.94,1024574.82,461040.74,189539.61,3.03,18.38,455,27.39,3.38,92.58,41.11
2020,Май,Подразделение_35,1397394.81,251302.37,1083266.84,367254.95,153478.46,2.88,17.62,386,17.98,3.8,68.43,41.79
2020,Май,Подразделение_36,1294154.85,363727.41,839495.59,250644.57,123293.68,2.49,17.53,284,28.11,5.16,145.12,49.19
2020,Май,Подразделение_37,1226751.14,293021.33,860474.48,538443.17,256308.22,2.36,13.28,396,23.89,2.28,54.42,47.6
2020,Май,Подразделение_38,2163705.82,453349.95,1597018.39,307442.77,128592.4,3.33,16.9,498,20.95,7.04,147.46,41.83
2020,Май,Подразделение_39,1842398.9,304664.49,1461568.29,475354.26,274625.57,2.2,16.06,301,16.54,3.88,64.09,57.77
2020,Май,Подразделение_40,1371752.31,228679.6,1085902.8,286429.35,168965.63,2.45,11.35,303,16.67,4.79,79.84,58.99
2020,Май,Подразделение_41,1562703.62,267703.73,1228073.96,380319.37,160396.61,3.2,20.3,413,17.13,4.11,70.39,42.17
2020,Май,Подразделение_42,1221491.22,316772.44,825525.66,363380.76,217280.49,2.94,19.86,293,25.93,3.36,87.17,59.79
2020,Май,Подразделение_43,1549727.48,272717.08,1208831.13,464078.21,202351.24,2.64,11.93,320,17.6,3.34,58.77,43.6
2020,Май,Подразделение_44,1879181.79,583439.57,1149882.32,467889.78,218968.29,3.05,13.9,240,31.05,4.02,124.7,46.8
2020,Май,Подразделение_45,2192718.35,469176.14,1606248.18,543290.66,258086.23,1.94,20.18,215,21.4,4.04,86.36,47.5
2020,Май,Подразделение_46,1311311.3,354645.82,868004.03,255133.06,130240.86,2.55,14.08,367,27.05,5.14,139.0,51.05
2020,Май,Подразделение_47,1785638.83,360998.52,1334390.68,491499.98,252561.31,2.31,11.56,353,20.22,3.63,73.45,51.39
2020,Май,Подразделение_48,1739760.02,344304.59,1309379.28,481908.63,264091.38,3.27,19.33,384,19.79,3.61,71.45,54.8
2020,Май,Подразделение_49,2123325.53,519521.44,1473923.74,314174.91,137434.8,2.44,13.3,452,24.47,6.76,165.36,43.74
2020,Май,Подразделение_50,2102442.74,418327.39,1579533.5,244076.1,110095.09,2.3,17.4,296,19.9,8.61,171.39,45.11
2020,Май,Подразделение_51,1769262.89,379042.75,1295459.46,537430.02,314103.74,1.87,11.47,381,21.42,3.29,70.53,58.45
2020,Май,Подразделение_52,1674788.76,480145.89,1074606.39,390683.79,216966.04,1.99,12.97,306,28.67,4.29,122.9,55.53
2020,Май,Подразделение_53,1328266.09,334598.86,910017.51,428892.57,172939.55,2.55,12.07,410,25.19,3.1,78.01,40.32
2020,Май,Подразделение_54,1635099.34,396537.69,1139427.23,397445.13,192445.17,3.21,16.49,469,24.25,4.11,99.77,48.42
2020,Май,Подразделение_55,1335419.65,233854.34,1043101.73,493017.9,235935.0,1.97,16.6,383,17.51,2.71,47.43,47.86
2020,Май,Подразделение_56,1837947.6,469261.44,1251370.79,322351.75,168767.61,1.89,12.49,425,25.53,5.7,145.57,52.36
2020,Май,Подразделение_57,1732905.02,447659.01,1173331.26,288796.02,165049.22,1.68,13.09,326,25.83,6.0,155.01,57.15
2020,Май,Подразделение_58,1220928.03,339501.81,796550.76,466140.25,247440.82,2.76,15.04,500,27.81,2.62,72.83,53.08
2020,Май,Подразделение_59,2142083.9,622635.91,1363789.0,325583.12,154039.42,2.57,19.63,448,29.07,6.58,191.24,47.31
2020,Май,Подразделение_60,1600679.57,277484.26,1253824.25,466598.77,218103.66,2.18,13.86,257,17.34,3.43,59.47,46.74
2020,Май,Подразделение_61,1409265.18,446002.85,851761.61,484290.97,259556.14,2.59,11.85,252,31.65,2.91,92.09,53.6
2020,Май,Подразделение_62,1632758.93,340270.08,1207421.33,223357.36,106736.28,2.62,15.1,280,20.84,7.31,152.34,47.79
2020,Май,Подразделение_63,2835413.9661362353,692044.2366609346,767528.34,455003.72,246956.95,3.26,13.11,223,25.44,2.47,62.93,54.28
2020,Май,Подразделение_64,2088842.19,396173.47,1593625.35,366425.0,152413.33,3.37,10.26,250,18.97,5.7,108.12,41.59
2020,Май,Подразделение_65,1763322.93,537679.68,1091223.33,492202.08,266839.54,2.64,15.77,373,30.49,3.58,109.24,54.21
2020,Май,Подразделение_66,2003497.97,609495.21,1241628.96,234155.65,118061.1,2.3,12.84,263,30.42,8.56,260.29,50.42
2020,Май,Подразделение_67,1661814.63,395856.25,1166994.31,320663.6,184637.17,1.98,13.55,350,23.82,5.18,123.45,57.58
2020,Май,Подразделение_68,1818353.87,428193.28,1283112.27,408633.43,208482.97,2.31,11.35,335,23.55,4.45,104.79,51.02
2020,Май,Подразделение_69,2024463.86,625991.88,1241974.01,444006.42,196123.77,3.99,11.79,263,30.92,4.56,140.99,44.17
2020,Май,Подразделение_70,1124142.23,256386.15,803659.54,513859.71,207598.06,3.72,15.05,274,22.81,2.19,49.89,40.4
2020,Май,Подразделение_71,1108694.99,243117.49,804798.12,407815.66,187346.73,3.16,17.52,228,21.93,2.72,59.61,45.94
2020,Май,Подразделение_72,1849200.14,424579.22,1318476.11,532703.84,255393.87,1.94,17.16,483,22.96,3.47,79.7,47.94
2020,Май,Подразделение_73,3952268.663261556,780323.4059456408,1165182.59,498866.08,227800.54,2.95,10.27,423,20.58,3.14,64.72,45.66
2020,Май,Подразделение_74,1161308.37,338352.63,738367.58,339278.34,185241.44,3.35,18.21,310,29.14,3.42,99.73,54.6
2020,Май,Подразделение_75,1300562.15,367010.79,841798.66,422490.09,177914.73,3.2,14.6,356,28.22,3.08,86.87,42.11
2020,Май,Подразделение_76,1818998.53,551263.79,1129918.79,232973.58,138691.01,2.24,12.82,478,30.31,7.81,236.62,59.53
2020,Май,Подразделение_77,1335073.07,402602.86,831819.5,461372.34,244426.25,2.21,17.69,235,30.16,2.89,87.26,52.98
2020,Май,Подразделение_78,1251572.71,239748.21,951887.45,384811.11,175380.18,2.14,11.71,227,19.16,3.25,62.3,45.58
2020,Май,Подразделение_79,1280952.03,349339.11,844278.14,515445.47,230270.53,2.51,17.5,257,27.27,2.49,67.77,44.67
2020,Май,Подразделение_80,1358492.32,251781.5,1043765.44,441000.68,197010.91,3.24,14.4,355,18.53,3.08,57.09,44.67
2020,Май,Подразделение_81,1848774.72,490480.09,1235674.61,525771.56,278415.54,2.13,20.33,475,26.53,3.52,93.29,52.95
2020,Май,Подразделение_82,1794228.53,341145.02,1367797.26,331025.18,182338.47,2.85,12.08,434,19.01,5.42,103.06,55.08
2020,Май,Подразделение_83,4371602.07992957,1080466.114129198,1176391.63,501228.9,252253.89,1.75,12.85,222,25.76,3.46,89.19,50.33
2020,Май,Подразделение_84,1225073.85,302468.15,846988.67,309270.33,170171.02,2.3,19.18,263,24.69,3.96,97.8,55.02
2020,Май,Подразделение_85,1441376.99,343280.97,1012275.77,232422.86,102904.8,3.47,14.58,299,23.82,6.2,147.7,44.27
2020,Май,Подразделение_86,1394264.04,372715.45,928369.72,503760.72,294107.05,2.8,11.85,275,26.73,2.77,73.99,58.38
2020,Май,Подразделение_87,1274770.94,365159.91,818321.04,314284.05,159687.95,2.65,18.22,293,28.65,4.06,116.19,50.81
2020,Май,Подразделение_88,1759455.98,550064.95,1071874.8,330955.01,156884.39,3.51,16.06,483,31.26,5.32,166.21,47.4
2020,Май,Подразделение_89,2192472.74,635008.88,1398711.65,545231.17,286785.81,2.91,11.91,411,28.96,4.02,116.47,52.6
2020,Май,Подразделение_90,1598002.99,456443.34,1027448.82,261514.43,118641.15,3.02,14.84,472,28.56,6.11,174.54,45.37
2020,Май,Подразделение_91,1608029.28,433453.09,1066212.92,392613.12,195064.89,2.94,18.68,335,26.96,4.1,110.4,49.68
2020,Май,Подразделение_92,4701295.46842479,1236620.4348134736,1226492.16,498700.32,223638.93,3.53,16.73,292,27.42,3.74,102.6,44.84
2020,Май,Подразделение_93,1447470.98,375466.87,978137.39,437237.69,205577.47,2.91,18.72,244,25.94,3.31,85.87,47.02
2020,Май,Подразделение_94,1200709.65,256363.58,880255.17,536011.13,225396.43,3.68,16.29,403,21.35,2.24,47.83,42.05
2020,Май,Подразделение_95,1707247.8,477017.65,1110975.74,299505.45,142736.08,2.45,17.18,374,27.94,5.7,159.27,47.66
2020,Май,Подразделение_96,1990009.15,399328.3,1490848.78,353008.14,148277.8,3.83,14.32,466,20.07,5.64,113.12,42.0
2020,Май,Подразделение_97,1800685.74,511279.76,1161586.04,321847.24,190386.44,2.35,17.06,265,28.39,5.59,158.86,59.15
2020,Май,Подразделение_98,1668829.04,372081.89,1203726.67,301993.32,165305.62,2.89,10.86,361,22.3,5.53,123.21,54.74
2020,Май,Подразделение_99,1805886.76,531971.62,1140922.24,397990.54,206101.23,2.91,17.02,345,29.46,4.54,133.66,51.79
2020,Май,Подразделение_100,4160538.891249795,1196014.0818652548,1032851.66,281580.05,145755.08,2.21,13.31,432,29.97,5.86,175.75,51.76
2020,Май,Подразделение_101,1223293.74,339578.69,798820.37,483981.05,198726.85,2.66,18.45,497,27.76,2.53,70.16,41.06
2020,Май,Подразделение_102,1308348.45,291083.35,944494.26,316952.3,178212.37,2.08,14.37,357,22.25,4.13,91.84,56.23
2020,Май,Подразделение_103,1324618.97,383217.32,845597.31,301923.67,130319.28,3.26,16.71,313,28.93,4.39,126.93,43.16
2020,Май,Подразделение_104,1953543.13,441990.06,1401055.56,230701.17,128347.03,2.21,13.89,277,22.63,8.47,191.59,55.63
2020,Май,Подразделение_105,1416315.52,402826.97,912781.81,310606.34,144899.62,2.79,20.18,457,28.44,4.56,129.69,46.65
2020,Май,Подразделение_106,1245262.8,307861.06,860436.48,309522.7,182195.1,1.53,17.53,329,24.72,4.02,99.46,58.86
2020,Май,Подразделение_107,1134371.28,302225.27,756589.69,252637.09,104792.22,3.46,15.17,446,26.64,4.49,119.63,41.48
2020,Май,Подразделение_108,1195011.82,276092.04,849896.77,248705.84,148871.37,2.24,14.67,269,23.1,4.8,111.01,59.86
2020,Май,Подразделение_109,1102093.13,189204.36,865587.68,529019.19,282237.43,2.54,12.63,463,17.17,2.08,35.77,53.35
2020,Май,Подразделение_110,1405460.61,394555.37,912266.41,464091.52,266402.31,2.16,11.19,336,28.07,3.03,85.02,57.4
2020,Май,Подразделение_111,1265024.47,287394.95,905780.78,316088.76,178651.45,2.26,14.97,361,22.72,4.0,90.92,56.52
2020,Май,Подразделение_112,1316580.59,411676.74,801984.66,243600.38,99324.81,3.48,17.24,258,31.27,5.4,169.0,40.77
2020,Май,Подразделение_113,1568666.46,358076.16,1121071.26,513506.88,304550.26,1.81,14.47,380,22.83,3.05,69.73,59.31
2020,Май,Подразделение_114,1461653.92,415380.01,942428.91,549056.26,296303.96,1.7,13.36,489,28.42,2.66,75.65,53.97
2020,Май,Подразделение_115,1753245.75,398596.52,1255000.09,414076.88,213105.06,2.32,16.25,432,22.73,4.23,96.26,51.47
2020,Май,Подразделение_116,1378441.91,237472.18,1081601.69,451486.77,249033.57,1.92,14.64,408,17.23,3.05,52.6,55.16
2020,Май,Подразделение_117,1103923.08,314786.13,710440.42,516479.67,250604.1,2.63,11.3,274,28.52,2.14,60.95,48.52
2020,Май,Подразделение_118,1868232.06,461093.23,1291865.53,471077.81,205005.8,2.64,16.41,483,24.68,3.97,97.88,43.52
2020,Май,Подразделение_119,1243639.71,343554.13,814197.05,230513.85,133741.14,2.0,13.43,384,27.62,5.4,149.04,58.02
2020,Май,Подразделение_120,1725844.97,298517.04,1352698.67,369412.98,168799.52,3.61,14.2,306,17.3,4.67,80.81,45.69
2020,Май,Подразделение_121,2180011.95,540116.37,1504866.48,480013.45,256930.12,2.93,10.81,235,24.78,4.54,112.52,53.53
2020,Май,Подразделение_122,1259140.48,212171.11,993926.58,311489.57,177367.31,2.39,12.9,470,16.85,4.04,68.11,56.94
2020,Май,Подразделение_123,2145690.72,629297.54,1359068.8,342432.77,155741.36,2.46,13.17,339,29.33,6.27,183.77,45.48
2020,Май,Подразделение_124,1836222.77,378950.02,1362535.24,476508.6,210196.59,2.35,12.23,274,20.64,3.85,79.53,44.11
2020,Май,Подразделение_125,1679803.78,334308.09,1261918.66,327842.08,151737.88,2.85,10.79,314,19.9,5.12,101.97,46.28
2020,Июнь,Подразделение_1,2062659.06,495765.29,1442952.45,449449.89,223236.69,2.69,19.85,252,24.04,4.59,110.3,49.67
2020,Июнь,Подразделение_2,1403716.15,256649.48,1082904.3,275203.96,142370.36,2.33,18.6,478,18.28,5.1,93.26,51.73
2020,Июнь,Подразделение_3,2454061.36,698790.29,1580573.49,529124.34,297383.17,3.24,17.46,340,28.47,4.64,132.07,56.2
2020,Июнь,Подразделение_4,2104968.69,549966.45,1417510.62,440848.14,253997.96,2.0,13.41,349,26.13,4.77,124.75,57.62
2020,Июнь,Подразделение_5,1865337.57,561902.51,1162959.43,423416.23,202086.92,2.7,15.14,470,30.12,4.41,132.71,47.73
2020,Июнь,Подразделение_6,1678808.8,534641.07,1010507.47,372236.07,164691.23,3.35,16.69,387,31.85,4.51,143.63,44.24
2020,Июнь,Подразделение_7,2493573.62,568593.31,1782831.98,489931.53,241665.83,2.73,16.77,473,22.8,5.09,116.06,49.33
2020,Июнь,Подразделение_8,2421239.01,424799.93,1890239.09,392391.71,168174.14,3.55,16.78,395,17.54,6.17,108.26,42.86
2020,Июнь,Подразделение_9,2565564.01,738487.72,1642454.35,479489.57,252909.32,3.06,11.15,478,28.78,5.35,154.02,52.75
2020,Июнь,Подразделение_10,6523799.200704743,1239550.3823129828,1948383.24,299649.08,154251.51,1.93,18.42,335,19.81,8.64,171.16,51.48
2020,Июнь,Подразделение_11,1420944.54,264408.71,1090433.65,272779.97,131878.53,2.85,15.1,268,18.61,5.21,96.93,48.35
2020,Июнь,Подразделение_12,2490362.83,420228.61,1965077.07,246459.83,102377.19,3.65,17.96,369,16.87,10.1,170.51,41.54
2020,Июнь,Подразделение_13,2117570.24,547935.14,1432651.32,362974.67,152936.73,2.17,17.85,290,25.88,5.83,150.96,42.13
2020,Июнь,Подразделение_14,2155036.4,462780.31,1576561.02,492662.1,226557.57,3.02,16.18,468,21.47,4.37,93.93,45.99
2020,Июнь,Подразделение_15,2428982.38,480022.47,1828954.28,395151.44,164270.11,3.04,16.42,277,19.76,6.15,121.48,41.57
2020,Июнь,Подразделение_16,2531903.84,721232.87,1630362.76,479275.09,270876.34,1.77,19.2,355,28.49,5.28,150.48,56.52
2020,Июнь,Подразделение_17,1804990.76,438374.38,1257022.79,360446.31,155142.9,2.37,12.06,275,24.29,5.01,121.62,43.04
2020,Июнь,Подразделение_18,2180094.31,689806.65,1317836.0,238908.27,112407.7,3.13,17.01,504,31.64,9.13,288.73,47.05
2020,Июнь,Подразделение_19,1367935.46,399604.93,868429.29,535653.83,271934.37,2.46,16.76,398,29.21,2.55,74.6,50.77
2020,Июнь,Подразделение_20,2605518.93,616509.77,1834881.72,333031.87,150467.5,3.17,15.11,435,23.66,7.82,185.12,45.18
2020,Июнь,Подразделение_21,2225839.88,514649.4,1582528.12,239817.05,116606.92,2.57,19.22,327,23.12,9.28,214.6,48.62
2020,Июнь,Подразделение_22,1671570.27,311970.72,1281606.87,227394.51,93491.9,2.62,12.02,453,18.66,7.35,137.19,41.11
2020,Июнь,Подразделение_23,1926955.83,323193.15,1522964.39,459304.24,217143.37,2.7,11.0,244,16.77,4.2,70.37,47.28
2020,Июнь,Подразделение_24,1481068.68,243580.65,1176592.87,452843.57,185086.26,3.16,14.59,308,16.45,3.27,53.79,40.87
2020,Июнь,Подразделение_25,2385134.6,578333.19,1662218.12,376349.79,204511.34,2.35,17.92,427,24.25,6.34,153.67,54.34
2020,Июнь,Подразделение_26,2470200.53,404961.87,1963998.18,396663.47,215362.99,1.83,10.37,382,16.39,6.23,102.09,54.29
2020,Июнь,Подразделение_27,1573554.82,410932.9,1059888.7,405783.42,203360.62,2.18,12.16,289,26.11,3.88,101.27,50.12
2020,Июнь,Подразделение_28,1895122.21,589163.62,1158667.68,467099.76,222233.52,2.41,15.59,397,31.09,4.06,126.13,47.58
2020,Июнь,Подразделение_29,1855789.08,407130.72,1346875.69,290054.58,130191.28,2.8,14.83,479,21.94,6.4,140.36,44.89
2020,Июнь,Подразделение_30,2523908.48,639781.61,1724181.46,517119.26,297315.38,1.5,13.37,392,25.35,4.88,123.72,57.49
